unit_id,heading_id,level,order_idx,path,h1,h2,h3,h4,h5,h6,sentence_text,token_start,token_end
U001542,H000023,5,54,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Adhivāsanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Adhivāsanāpahātabbaāsavavaṇṇanā,,"Ettha ca yasmā ayaṃ khanti sītādidhamme adhivāseti, attano upari āropetvā vāsetiyeva.",14957,14967
U001543,H000023,5,55,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Adhivāsanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Adhivāsanāpahātabbaāsavavaṇṇanā,,"Na asahamānā hutvā nirassati, tasmā ‘‘adhivāsanā’’ti vuccatīti veditabbā.",14968,14975
U001544,H000023,5,56,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Adhivāsanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Adhivāsanāpahātabbaāsavavaṇṇanā,,Adhivāsanāpahātabbaāsavavaṇṇanā niṭṭhitā.,14976,14977
U001545,H000024,5,1,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,25. Paṭisaṅkhā yoniso caṇḍaṃ hatthiṃ parivajjetīti ahaṃ samaṇoti caṇḍassa hatthissa āsanne na ṭhātabbaṃ.,14979,14991
U001546,H000024,5,2,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Tatonidānañhi maraṇampi siyā maraṇamattampi dukkhanti evaṃ upāyena pathena paccayena paccavekkhitvā caṇḍaṃ hatthiṃ parivajjeti paṭikkamati.,14992,15005
U001547,H000024,5,3,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Esa nayo sabbattha.,15006,15008
U001548,H000024,5,4,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Caṇḍanti ca duṭṭhaṃ, vāḷanti vuttaṃ hoti.",15009,15014
U001549,H000024,5,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Khāṇunti khadirakhāṇuādiṃ.,15015,15016
U001550,H000024,5,6,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Kaṇṭakaṭṭhānanti kaṇṭakānaṃ ṭhānaṃ, yattha kaṇṭakā vijjanti, taṃ okāsanti vuttaṃ hoti.",15017,15026
U001551,H000024,5,7,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Sobbhanti sabbato paricchinnataṭaṃ.,15027,15029
U001552,H000024,5,8,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Papātanti ekato chinnataṭaṃ.,15030,15032
U001553,H000024,5,9,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Candanikanti ucchiṭṭhodakagabbhamalādīnaṃ chaḍḍanaṭṭhānaṃ.,15033,15035
U001554,H000024,5,10,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Oḷigallanti tesaṃyeva sakaddamādīnaṃ sandanokāsaṃ.,15036,15039
U001555,H000024,5,11,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Taṃ jaṇṇumattampi asucibharitaṃ hoti, dvepi cetāni ṭhānāni amanussaduṭṭhāni honti.",15040,15048
U001556,H000024,5,12,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Tasmā tāni vajjetabbāni.,15049,15051
U001557,H000024,5,13,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Anāsaneti ettha pana ayuttaṃ āsanaṃ anāsanaṃ, taṃ atthato aniyatavatthukaṃ rahopaṭicchannāsananti veditabbaṃ.",15052,15062
U001558,H000024,5,14,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Agocareti etthapi ca ayutto gocaro agocaro, so vesiyādibhedato pañcavidho.",15063,15071
U001559,H000024,5,15,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Pāpake mitteti lāmake dussīle mittapatirūpake, amitte vā.",15072,15078
U001560,H000024,5,16,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Bhajantanti sevamānaṃ.,15079,15080
U001561,H000024,5,17,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Viññū sabrahmacārīti paṇḍitā buddhisampannā sabrahmacārayo, bhikkhūnametaṃ adhivacanaṃ.",15081,15087
U001562,H000024,5,18,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Te hi ekakammaṃ ekuddeso samasikkhatāti imaṃ brahmaṃ samānaṃ caranti, tasmā sabrahmacārīti vuccanti.",15088,15099
U001563,H000024,5,19,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Pāpakesu ṭhānesūti lāmakesu ṭhānesu.,15100,15103
U001564,H000024,5,20,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Okappeyyunti saddaheyyuṃ, adhimucceyyuṃ ‘‘addhā ayamāyasmā akāsi vā karissati vā’’ti.",15104,15112
U001565,H000024,5,21,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Yañhissāti hatthiādīsu yaṃkiñci ekampi assa.,15113,15117
U001566,H000024,5,22,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Sesaṃ vuttanayameva.,15118,15119
U001567,H000024,5,23,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Āsavuppatti panettha evaṃ veditabbā.,15120,15123
U001568,H000024,5,24,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Hatthiādinidānena dukkhena phuṭṭhassa sukhaṃ patthayato kāmāsavo uppajjati.,15124,15130
U001569,H000024,5,25,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Natthi no sampattibhave sugatibhave īdisaṃ dukkhanti bhavaṃ patthentassa bhavāsavo.,15131,15139
U001570,H000024,5,26,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,"Maṃ hatthī maddati, maṃ assoti gāho diṭṭhāsavo.",15140,15146
U001571,H000024,5,27,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Sabbeheva sampayutto avijjāsavoti.,15147,15149
U001572,H000024,5,28,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Ime vuccanti…pe… parivajjanā pahātabbāti ime hatthiādīsu ekekassa vasena cattāro cattāro katvā aneke āsavā iminā sīlasaṃvarasaṅkhātena parivajjanena pahātabbāti vuccantīti veditabbā.,15150,15168
U001573,H000024,5,29,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Parivajjanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Parivajjanāpahātabbaāsavavaṇṇanā,,Parivajjanāpahātabbaāsavavaṇṇanā niṭṭhitā.,15169,15170
U001574,H000025,5,1,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"26. Paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ nādhivāsetīti ‘‘iti pāyaṃ vitakko akusalo, itipi sāvajjo, itipi dukkhavipāko, so ca kho attabyābādhāya saṃvattatī’’tiādinā nayena yoniso kāmavitakke ādīnavaṃ paccavekkhitvā tasmiṃ tasmiṃ ārammaṇe uppannaṃ jātamabhinibbattaṃ kāmavitakkaṃ nādhivāseti, cittaṃ āropetvā na vāseti, abbhantare vā na vāsetītipi attho.",15172,15211
U001575,H000025,5,2,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Anadhivāsento kiṃ karotīti? Pajahati chaḍḍeti.,15212,15216
U001576,H000025,5,3,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Kiṃ kacavaraṃ viya piṭakenāti? Na hi, apica kho naṃ vinodeti tudati vijjhati nīharati.",15217,15229
U001577,H000025,5,4,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Kiṃ balibaddaṃ viya patodenāti? Na hi, atha kho naṃ byantīkaroti vigatantaṃ karoti.",15230,15241
U001578,H000025,5,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Yathāssa antopi nāvasissati antamaso bhaṅgamattampi, tathā naṃ karoti.",15242,15249
U001579,H000025,5,6,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Kathaṃ pana naṃ tathā karotīti? Anabhāvaṃ gametīti anu anu abhāvaṃ gameti, vikkhambhanappahānena yathā suvikkhambhito hoti, tathā karotīti vuttaṃ hoti.",15250,15268
U001580,H000025,5,7,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Esa nayo byāpādavihiṃsāvitakkesu.,15269,15271
U001581,H000025,5,8,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Ettha ca kāmavitakkoti ‘‘yo kāmapaṭisaṃyutto takko vitakko micchāsaṅkappo’’ti vibhaṅge (vibha. 910) vutto.,15272,15283
U001582,H000025,5,9,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Esa nayo itaresu.,15284,15286
U001583,H000025,5,10,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Uppannuppanneti uppanne uppanne, uppannamatteyevāti vuttaṃ hoti.",15287,15292
U001584,H000025,5,11,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Sakiṃ vā uppanne vinodetvā dutiyavāre ajjhupekkhitā na hoti, satakkhattumpi uppanne uppanne vinodetiyeva.",15293,15304
U001585,H000025,5,12,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Pāpake akusaleti lāmakaṭṭhena pāpake, akosallatāya akusale.",15305,15310
U001586,H000025,5,13,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Dhammeti teyeva kāmavitakkādayo sabbepi vā nava mahāvitakke.,15311,15317
U001587,H000025,5,14,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Tattha tayo vuttā eva.,15318,15321
U001588,H000025,5,15,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Avasesā ‘‘ñātivitakko janapadavitakko amaravitakko parānuddayatāpaṭisaṃyutto vitakko lābhasakkārasilokapaṭisaṃyutto vitakko anavaññattipaṭisaṃyutto vitakko’’ti (mahāni. 207) ime cha.,15322,15335
U001589,H000025,5,16,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,"Yañhissāti etesu vitakkesu yaṃkiñci assa, sesaṃ vuttanayameva.",15336,15342
U001590,H000025,5,17,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Kāmavitakko panettha kāmāsavo eva.,15343,15346
U001591,H000025,5,18,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Tabbiseso bhavāsavo.,15347,15348
U001592,H000025,5,19,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Taṃsampayutto diṭṭhāsavo.,15349,15350
U001593,H000025,5,20,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Sabbavitakkesu avijjāsavoti evaṃ āsavuppattipi veditabbā.,15351,15355
U001594,H000025,5,21,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 2. Sabbāsavasuttavaṇṇanā > Vinodanāpahātabbaāsavavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,2. Sabbāsavasuttavaṇṇanā,Vinodanāpahātabbaāsavavaṇṇanā,,Ime vuccanti…pe… vinodanā pahātabbāti ime kāmavitakkādivasena vuttappakārā āsavā iminā tasmiṃ tasmiṃ vitakke ādīnavapaccavekkhaṇasahitena vīriyasaṃvarasaṅkhātena vinodanena pahātabbāti vuccantīti veditabbā.,15356,15373
