sentence_id,parent_chunk,token_start,token_end,sentence_text,en_text,heading_id,level,path,h1,h2,h3,h4,h5,h6
MAIN001-S342,MAIN001,3208,3215,"Purimena ca dhammassavane niyojeti, pacchimena sutānaṃ dhammānaṃ dhāraṇūpaparikkhādīsu.","By the former, he enjoins the act of listening to the Dhamma; by the latter, he directs towards the retention, examination, and related applications of the Dhammas that have been heard.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S343,MAIN001,3216,3223,"Purimena ca sabyañjano ayaṃ dhammo, tasmā savanīyoti dīpeti.","By the former, he indicates: ‘This Dhamma is complete in expression, therefore it is to be listened to.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S344,MAIN001,3224,3228,"Pacchimena sāttho, tasmā manasi kātabboti.","By the latter, he indicates: ‘This Dhamma is rich in meaning, therefore it should be attended to in mind.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S345,MAIN001,3229,3252,"Sādhukapadaṃ vā ubhayapadehi yojetvā yasmā ayaṃ dhammo dhammagambhīro desanāgambhīro ca, tasmā suṇātha sādhukaṃ, yasmā atthagambhīro paṭivedhagambhīro ca, tasmā sādhukaṃ manasi karothāti evaṃ yojanā veditabbā.","Or again, by connecting the word sādhuka with both expressions, the meaning is to be understood thus: because this Dhamma is profound in its doctrinal content and profound in its mode of exposition, therefore ‘listen well’; and because it is profound in meaning and profound in realization, therefore ‘attend carefully in mind.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S346,MAIN001,3253,3254,Bhāsissāmīti desessāmi.,I shall speak’ (bhāsissāmi) means ‘I shall teach’ (desessāmi).,H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S347,MAIN001,3255,3273,"‘‘Taṃ suṇāthā’’ti ettha paṭiññātaṃ desanaṃ na saṃkhittatova desessāmi, apica kho vitthāratopi naṃ bhāsissāmīti vuttaṃ hoti, saṅkhepavitthāravācakāni hi etāni padāni.","In the phrase ‘Listen to that,’ the meaning is: the teaching that has been promised, I will not teach merely in concise form, but rather I will also expound it in extended detail; for indeed these words denote both brevity and elaboration.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S348,MAIN001,3274,3304,"Yathāha vaṅgīsatthero – ‘‘Saṃkhittenapi deseti, vitthārenapi bhāsati; Sāḷikāyiva nigghoso, paṭibhānaṃ udīrayī’’ti. (saṃ. ni. 1.214); Evaṃ vutte ussāhajātā hutvā evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ satthu vacanaṃ sampaṭicchiṃsu, paṭiggahesunti vuttaṃ hoti.","As the Elder Vaṅgīsa said: ‘He teaches both in brief and speaks in detail; like the cry of the heron, he uttered his inspired utterance’ (Saṃyutta Nikāya 1.214). When this was said, the monks, being aroused with enthusiasm, responded, ‘Yes, venerable sir,’ and thus they assented to, accepted, and received the Blessed One’s words.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S349,MAIN001,3305,3316,Atha nesaṃ bhagavā etadavoca etaṃ idāni vattabbaṃ idha bhikkhavotiādikaṃ sakalaṃ suttaṃ avoca.,"Then the Blessed One addressed them, saying: ‘Monks, this is now to be spoken,’ and so on; and he proceeded to deliver the entire discourse.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S350,MAIN001,3317,3320,Tattha idhāti desāpadese nipāto.,"Here, the term idha is an indeclinable particle employed in the sense of indicating place or locality (desāpadesa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S351,MAIN001,3321,3325,Svāyaṃ katthaci lokaṃ upādāya vuccati.,"This, on some occasions, is spoken with reference to the world (loka).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S352,MAIN001,3326,3334,Yathāha – ‘‘idha tathāgato loke uppajjatī’’ti (dī. ni. 1.190).,"As it is said: ‘Here, a Tathāgata arises in the world’ (Dīgha Nikāya 1.190).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S353,MAIN001,3335,3336,Katthaci sāsanaṃ.,"In some contexts, it refers to the Dispensation (sāsana).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S354,MAIN001,3337,3347,"Yathāha – ‘‘idheva, bhikkhave, samaṇo, idha dutiyo samaṇo’’ti (a. ni. 4.241).","As it is said: ‘Here indeed, monks, is the ascetic; here is a second ascetic’ (Aṅguttara Nikāya 4.241).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S355,MAIN001,3348,3349,Katthaci okāsaṃ.,"In some contexts, it denotes an occasion or opportunity (okāsa).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S356,MAIN001,3350,3368,"Yathāha – ‘‘Idheva tiṭṭhamānassa, devabhūtassa me sato; Punarāyu ca me laddho, evaṃ jānāhi mārisā’’ti. (dī. ni. 2.369); Katthaci padapūraṇamattameva.","As it is said: ‘While I was standing right here, having become a deity; my life-span was regained—know this, dear friends’ (Dīgha Nikāya 2.369). In some contexts, however, it is merely a filler for completing the expression (padapūraṇamatta).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S357,MAIN001,3369,3378,"Yathāha ‘‘idhāhaṃ – bhikkhave, bhuttāvī assaṃ pavārito’’ti (ma. ni. 1.30).","As it is said: ‘Here, monks, I was one who had eaten and had been invited’ (Majjhima Nikāya 1.30).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S358,MAIN001,3379,3384,Idha pana lokaṃ upādāya vuttoti veditabbo.,"Here, however, it should be understood as spoken with reference to the world (loka).",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S359,MAIN001,3385,3392,2. Bhikkhaveti yathāpaṭiññātaṃ desanaṃ desetuṃ puna bhikkhū ālapati.,"2. With the word bhikkhave (‘monks’), he again addresses the monks in order to deliver the discourse as previously promised.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
MAIN001-S360,MAIN001,3393,3398,"Ubhayenāpi, bhikkhave, imasmiṃ loketi vuttaṃ hoti.","By both expressions, monks, what is said is: ‘In this world.",H000008,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 1. Mūlapariyāyasuttavaṇṇanā > Suttanikkhepavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,1. Mūlapariyāyasuttavaṇṇanā,Suttanikkhepavaṇṇanā,
