sentence_id,parent_chunk,token_start,token_end,sentence_text
MAIN002-S716,MAIN002,14706,14713,Thero tattheva cittekaggataṃ labhitvā vipassanaṃ vaḍḍhetvā arahattaṃ pāpuṇi.
MAIN002-S717,MAIN002,14714,14730,Yo pana akkosavasena durutte duruttattāyeva ca durāgate api antimavatthusaññite vacanapathe sutvā khantiguṇaṃyeva paccavekkhitvā na vedhati dīghabhāṇakaabhayatthero viya.
MAIN002-S718,MAIN002,14731,14736,Ayaṃ ‘‘khamo duruttānaṃ durāgatānaṃ vacanapathāna’’nti veditabbo.
MAIN002-S719,MAIN002,14737,14744,"Thero kira paccayasantosabhāvanārāmatāya mahāariyavaṃsappaṭipadaṃ kathesi, sabbo mahāgāmo āgacchati."
MAIN002-S720,MAIN002,14745,14747,Therassa mahāsakkāro uppajjati.
MAIN002-S721,MAIN002,14748,14759,Taṃ aññataro mahāthero adhivāsetuṃ asakkonto dīghabhāṇako ariyavaṃsaṃ kathemīti sabbarattiṃ kolāhalaṃ karosītiādīhi akkosi.
MAIN002-S722,MAIN002,14760,14768,Ubhopi ca attano attano vihāraṃ gacchantā gāvutamattaṃ ekapathena agamaṃsu.
MAIN002-S723,MAIN002,14769,14772,Sakalagāvutampi so taṃ akkosiyeva.
MAIN002-S724,MAIN002,14773,14788,"Tato yattha dvinnaṃ vihārānaṃ maggo bhijjati, tattha ṭhatvā dīghabhāṇakatthero taṃ vanditvā ‘‘esa, bhante, tumhākaṃ maggo’’ti āha."
MAIN002-S725,MAIN002,14789,14792,So asuṇanto viya agamāsi.
MAIN002-S726,MAIN002,14793,14798,Theropi vihāraṃ gantvā pāde pakkhāletvā nisīdi.
MAIN002-S727,MAIN002,14799,14808,"Tamenaṃ antevāsiko ‘‘kiṃ, bhante, sakalagāvutaṃ paribhāsantaṃ na kiñci avocutthā’’ti āha."
MAIN002-S728,MAIN002,14809,14815,"Thero ‘‘khantiyeva, āvuso, mayhaṃ bhāro, na akkhanti."
MAIN002-S729,MAIN002,14816,14820,Ekapaduddhārepi kammaṭṭhānaviyogaṃ na passāmī’’ti āha.
MAIN002-S730,MAIN002,14821,14825,Ettha ca vacanameva vacanapathoti veditabbo.
MAIN002-S731,MAIN002,14826,14848,"Yo pana uppannā sārīrikā vedanā dukkhamanaṭṭhena dukkhā, bahalaṭṭhena tibbā, pharusaṭṭhena kharā, tikhiṇaṭṭhena kaṭukā, assādavirahato asātā, manaṃ avaḍḍhanato amanāpā, pāṇaharaṇasamatthatāya pāṇaharā adhivāsetiyeva, na vedhati."
MAIN002-S732,MAIN002,14849,14854,Evaṃ sabhāvo hoti cittalapabbate padhāniyatthero viya.
MAIN002-S733,MAIN002,14855,14858,Ayaṃ ‘‘uppannānaṃ…pe… adhivāsanajātiko’’ti veditabbo.
MAIN002-S734,MAIN002,14859,14866,Therassa kira rattiṃ padhānena vītināmetvā ṭhitassa udaravāto uppajji.
MAIN002-S735,MAIN002,14867,14872,So taṃ adhivāsetuṃ asakkonto āvattati parivattati.
MAIN002-S736,MAIN002,14873,14882,"Tamenaṃ caṅkamapasse ṭhito piṇḍapātiyatthero āha ‘‘āvuso, pabbajito nāma adhivāsanasīlo hotī’’ti."
MAIN002-S737,MAIN002,14883,14888,"So ‘‘sādhu, bhante’’ti adhivāsetvā niccalo sayi."
MAIN002-S738,MAIN002,14889,14893,Vāto nābhito yāva hadayaṃ phāleti.
MAIN002-S739,MAIN002,14894,14901,Thero vedanaṃ vikkhambhetvā vipassanto muhuttena anāgāmī hutvā parinibbāyīti.
MAIN002-S740,MAIN002,14902,14906,Yañhissāti sītādīsu yaṃkiñci ekadhammampi assa.
MAIN002-S741,MAIN002,14907,14909,Anadhivāsayatoti anadhivāsentassa akkhamantassa.
MAIN002-S742,MAIN002,14910,14911,Sesaṃ vuttanayameva.
MAIN002-S743,MAIN002,14912,14915,Āsavuppatti panettha evaṃ veditabbā.
MAIN002-S744,MAIN002,14916,14923,"Sītena phuṭṭhassa uṇhaṃ patthayantassa kāmāsavo uppajjati, evaṃ sabbattha."
MAIN002-S745,MAIN002,14924,14934,Natthi no sampattibhave sugatibhave sītaṃ vā uṇhaṃ vāti bhavaṃ patthayantassa bhavāsavo.
MAIN002-S746,MAIN002,14935,14939,Mayhaṃ sītaṃ uṇhanti gāho diṭṭhāsavo.
MAIN002-S747,MAIN002,14940,14942,Sabbeheva sampayutto avijjāsavoti.
MAIN002-S748,MAIN002,14943,14961,‘‘Ime vuccanti…pe… adhivāsanā pahātabbā’’ti ime sītādīsu ekamekassa vasena cattāro cattāro katvā aneke āsavā imāya khantisaṃvarasaṅkhātāya adhivāsanāya pahātabbāti vuccantīti attho.
MAIN002-S749,MAIN002,14962,14972,"Ettha ca yasmā ayaṃ khanti sītādidhamme adhivāseti, attano upari āropetvā vāsetiyeva."
MAIN002-S750,MAIN002,14973,14980,"Na asahamānā hutvā nirassati, tasmā ‘‘adhivāsanā’’ti vuccatīti veditabbā."
MAIN002-S751,MAIN002,14981,14982,Adhivāsanāpahātabbaāsavavaṇṇanā niṭṭhitā.
MAIN002-S752,MAIN002,14983,14983,Parivajjanāpahātabbaāsavavaṇṇanā
MAIN002-S753,MAIN002,14984,14996,25. Paṭisaṅkhā yoniso caṇḍaṃ hatthiṃ parivajjetīti ahaṃ samaṇoti caṇḍassa hatthissa āsanne na ṭhātabbaṃ.
MAIN002-S754,MAIN002,14997,15010,Tatonidānañhi maraṇampi siyā maraṇamattampi dukkhanti evaṃ upāyena pathena paccayena paccavekkhitvā caṇḍaṃ hatthiṃ parivajjeti paṭikkamati.
MAIN002-S755,MAIN002,15011,15013,Esa nayo sabbattha.
MAIN002-S756,MAIN002,15014,15019,"Caṇḍanti ca duṭṭhaṃ, vāḷanti vuttaṃ hoti."
MAIN002-S757,MAIN002,15020,15021,Khāṇunti khadirakhāṇuādiṃ.
MAIN002-S758,MAIN002,15022,15031,"Kaṇṭakaṭṭhānanti kaṇṭakānaṃ ṭhānaṃ, yattha kaṇṭakā vijjanti, taṃ okāsanti vuttaṃ hoti."
MAIN002-S759,MAIN002,15032,15034,Sobbhanti sabbato paricchinnataṭaṃ.
MAIN002-S760,MAIN002,15035,15037,Papātanti ekato chinnataṭaṃ.
MAIN002-S761,MAIN002,15038,15040,Candanikanti ucchiṭṭhodakagabbhamalādīnaṃ chaḍḍanaṭṭhānaṃ.
MAIN002-S762,MAIN002,15041,15044,Oḷigallanti tesaṃyeva sakaddamādīnaṃ sandanokāsaṃ.
MAIN002-S763,MAIN002,15045,15053,"Taṃ jaṇṇumattampi asucibharitaṃ hoti, dvepi cetāni ṭhānāni amanussaduṭṭhāni honti."
MAIN002-S764,MAIN002,15054,15056,Tasmā tāni vajjetabbāni.
MAIN002-S765,MAIN002,15057,15067,"Anāsaneti ettha pana ayuttaṃ āsanaṃ anāsanaṃ, taṃ atthato aniyatavatthukaṃ rahopaṭicchannāsananti veditabbaṃ."
MAIN002-S766,MAIN002,15068,15076,"Agocareti etthapi ca ayutto gocaro agocaro, so vesiyādibhedato pañcavidho."
MAIN002-S767,MAIN002,15077,15083,"Pāpake mitteti lāmake dussīle mittapatirūpake, amitte vā."
MAIN002-S768,MAIN002,15084,15085,Bhajantanti sevamānaṃ.
MAIN002-S769,MAIN002,15086,15092,"Viññū sabrahmacārīti paṇḍitā buddhisampannā sabrahmacārayo, bhikkhūnametaṃ adhivacanaṃ."
MAIN002-S770,MAIN002,15093,15104,"Te hi ekakammaṃ ekuddeso samasikkhatāti imaṃ brahmaṃ samānaṃ caranti, tasmā sabrahmacārīti vuccanti."
MAIN002-S771,MAIN002,15105,15108,Pāpakesu ṭhānesūti lāmakesu ṭhānesu.
MAIN002-S772,MAIN002,15109,15117,"Okappeyyunti saddaheyyuṃ, adhimucceyyuṃ ‘‘addhā ayamāyasmā akāsi vā karissati vā’’ti."
MAIN002-S773,MAIN002,15118,15122,Yañhissāti hatthiādīsu yaṃkiñci ekampi assa.
MAIN002-S774,MAIN002,15123,15124,Sesaṃ vuttanayameva.
MAIN002-S775,MAIN002,15125,15128,Āsavuppatti panettha evaṃ veditabbā.
MAIN002-S776,MAIN002,15129,15135,Hatthiādinidānena dukkhena phuṭṭhassa sukhaṃ patthayato kāmāsavo uppajjati.
MAIN002-S777,MAIN002,15136,15144,Natthi no sampattibhave sugatibhave īdisaṃ dukkhanti bhavaṃ patthentassa bhavāsavo.
MAIN002-S778,MAIN002,15145,15151,"Maṃ hatthī maddati, maṃ assoti gāho diṭṭhāsavo."
MAIN002-S779,MAIN002,15152,15154,Sabbeheva sampayutto avijjāsavoti.
MAIN002-S780,MAIN002,15155,15173,Ime vuccanti…pe… parivajjanā pahātabbāti ime hatthiādīsu ekekassa vasena cattāro cattāro katvā aneke āsavā iminā sīlasaṃvarasaṅkhātena parivajjanena pahātabbāti vuccantīti veditabbā.
MAIN002-S781,MAIN002,15174,15175,Parivajjanāpahātabbaāsavavaṇṇanā niṭṭhitā.
MAIN002-S782,MAIN002,15176,15176,Vinodanāpahātabbaāsavavaṇṇanā
MAIN002-S783,MAIN002,15177,15216,"26. Paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ nādhivāsetīti ‘‘iti pāyaṃ vitakko akusalo, itipi sāvajjo, itipi dukkhavipāko, so ca kho attabyābādhāya saṃvattatī’’tiādinā nayena yoniso kāmavitakke ādīnavaṃ paccavekkhitvā tasmiṃ tasmiṃ ārammaṇe uppannaṃ jātamabhinibbattaṃ kāmavitakkaṃ nādhivāseti, cittaṃ āropetvā na vāseti, abbhantare vā na vāsetītipi attho."
MAIN002-S784,MAIN002,15217,15221,Anadhivāsento kiṃ karotīti? Pajahati chaḍḍeti.
MAIN002-S785,MAIN002,15222,15234,"Kiṃ kacavaraṃ viya piṭakenāti? Na hi, apica kho naṃ vinodeti tudati vijjhati nīharati."
MAIN002-S786,MAIN002,15235,15246,"Kiṃ balibaddaṃ viya patodenāti? Na hi, atha kho naṃ byantīkaroti vigatantaṃ karoti."
MAIN002-S787,MAIN002,15247,15254,"Yathāssa antopi nāvasissati antamaso bhaṅgamattampi, tathā naṃ karoti."
MAIN002-S788,MAIN002,15255,15273,"Kathaṃ pana naṃ tathā karotīti? Anabhāvaṃ gametīti anu anu abhāvaṃ gameti, vikkhambhanappahānena yathā suvikkhambhito hoti, tathā karotīti vuttaṃ hoti."
MAIN002-S789,MAIN002,15274,15276,Esa nayo byāpādavihiṃsāvitakkesu.
MAIN002-S790,MAIN002,15277,15288,Ettha ca kāmavitakkoti ‘‘yo kāmapaṭisaṃyutto takko vitakko micchāsaṅkappo’’ti vibhaṅge (vibha. 910) vutto.
MAIN002-S791,MAIN002,15289,15291,Esa nayo itaresu.
MAIN002-S792,MAIN002,15292,15297,"Uppannuppanneti uppanne uppanne, uppannamatteyevāti vuttaṃ hoti."
MAIN002-S793,MAIN002,15298,15309,"Sakiṃ vā uppanne vinodetvā dutiyavāre ajjhupekkhitā na hoti, satakkhattumpi uppanne uppanne vinodetiyeva."
MAIN002-S794,MAIN002,15310,15315,"Pāpake akusaleti lāmakaṭṭhena pāpake, akosallatāya akusale."
MAIN002-S795,MAIN002,15316,15322,Dhammeti teyeva kāmavitakkādayo sabbepi vā nava mahāvitakke.
MAIN002-S796,MAIN002,15323,15326,Tattha tayo vuttā eva.
MAIN002-S797,MAIN002,15327,15340,Avasesā ‘‘ñātivitakko janapadavitakko amaravitakko parānuddayatāpaṭisaṃyutto vitakko lābhasakkārasilokapaṭisaṃyutto vitakko anavaññattipaṭisaṃyutto vitakko’’ti (mahāni. 207) ime cha.
MAIN002-S798,MAIN002,15341,15347,"Yañhissāti etesu vitakkesu yaṃkiñci assa, sesaṃ vuttanayameva."
MAIN002-S799,MAIN002,15348,15351,Kāmavitakko panettha kāmāsavo eva.
MAIN002-S800,MAIN002,15352,15353,Tabbiseso bhavāsavo.
MAIN002-S801,MAIN002,15354,15355,Taṃsampayutto diṭṭhāsavo.
MAIN002-S802,MAIN002,15356,15360,Sabbavitakkesu avijjāsavoti evaṃ āsavuppattipi veditabbā.
MAIN002-S803,MAIN002,15361,15378,Ime vuccanti…pe… vinodanā pahātabbāti ime kāmavitakkādivasena vuttappakārā āsavā iminā tasmiṃ tasmiṃ vitakke ādīnavapaccavekkhaṇasahitena vīriyasaṃvarasaṅkhātena vinodanena pahātabbāti vuccantīti veditabbā.
MAIN002-S804,MAIN002,15379,15380,Vinodanāpahātabbaāsavavaṇṇanā niṭṭhitā.
MAIN002-S805,MAIN002,15381,15381,Bhāvanāpahātabbaāsavavaṇṇanā
MAIN002-S806,MAIN002,15382,15399,"27. Paṭisaṅkhā yoniso satisambojjhaṅgaṃ bhāvetīti abhāvanāya ādīnavaṃ, bhāvanāya ca ānisaṃsaṃ upāyena pathena paccavekkhitvā satisambojjhaṅgaṃ bhāveti, esa nayo sabbattha."
MAIN002-S807,MAIN002,15400,15416,"Ettha ca kiñcāpi ime uparimaggattayasamayasambhūtā lokuttarabojjhaṅgā eva adhippetā, tathāpi ādikammikānaṃ bojjhaṅgesu asammohatthaṃ lokiyalokuttaramissakena nesaṃ nayena atthavaṇṇanaṃ karissāmi."
MAIN002-S808,MAIN002,15417,15423,Idha pana lokiyanayaṃ pahāya lokuttaranayo eva gahetabbo.
MAIN002-S809,MAIN002,15424,15440,"Tattha satisambojjhaṅgantiādinā nayena vuttānaṃ sattannaṃ ādipadānaṃyeva tāva – Atthato lakkhaṇādīhi, kamato ca vinicchayo; Anūnādhikato ceva, viññātabbo vibhāvinā."
MAIN002-S810,MAIN002,15441,15445,Tattha satisambojjhaṅge tāva saraṇaṭṭhena sati.
MAIN002-S811,MAIN002,15446,15450,"Sā panesā upaṭṭhānalakkhaṇā, apilāpanalakkhaṇā vā."
MAIN002-S812,MAIN002,15451,15474,"Vuttampi hetaṃ ‘‘yathā, mahārāja, rañño bhaṇḍāgāriko rañño sāpateyyaṃ apilāpeti, ettakaṃ, mahārāja, hiraññaṃ, ettakaṃ suvaṇṇaṃ, ettakaṃ sāpateyyanti, evameva kho, mahārāja, sati uppajjamānā kusalākusalasāvajjānavajjahīnapaṇītakaṇhasukkasappaṭibhāge dhamme apilāpeti."
MAIN002-S813,MAIN002,15475,15481,Ime cattāro satipaṭṭhānā’’ti (mi. pa. 2.1.13) vitthāro.
MAIN002-S814,MAIN002,15482,15482,Apilāpanarasā.
MAIN002-S815,MAIN002,15483,15488,Kiccavaseneva hissa etaṃ lakkhaṇaṃ therena vuttaṃ.
MAIN002-S816,MAIN002,15489,15490,Asammosarasā vā.
MAIN002-S817,MAIN002,15491,15491,Gocarābhimukhabhāvapaccupaṭṭhānā.
MAIN002-S818,MAIN002,15492,15495,Sati eva sambojjhaṅgo satisambojjhaṅgo.
MAIN002-S819,MAIN002,15496,15501,Tattha bodhiyā bodhissa vā aṅgoti bojjhaṅgo.
MAIN002-S820,MAIN002,15502,15522,"Kiṃ vuttaṃ hoti? Yā hi ayaṃ dhammasāmaggī, yāya lokiyalokuttaramaggakkhaṇe uppajjamānāya līnuddhaccapatiṭṭhānāyūhana-kāmasukhattakilamathānuyoga-ucchedasassatābhinivesādīnaṃ anekesaṃ upaddavānaṃ paṭipakkhabhūtāya satidhammavicayavīriyapītipassaddhisamādhiupekkhāsaṅkhātāya dhammasāmaggiyā ariyasāvako bujjhatīti katvā ‘‘bodhī’’ti vuccati."
MAIN002-S821,MAIN002,15523,15534,"Bujjhatīti kilesasantānaniddāya uṭṭhahati, cattāri vā ariyasaccāni paṭivijjhati, nibbānameva vā sacchikarotīti vuttaṃ hoti."
MAIN002-S822,MAIN002,15535,15541,Yathāha ‘‘satta bojjhaṅge bhāvetvā anuttaraṃ sammāsambodhiṃ abhisambuddho’’ti.
MAIN002-S823,MAIN002,15542,15548,"Tassā dhammasāmaggisaṅkhātāya bodhiyā aṅgotipi bojjhaṅgo, jhānaṅgamaggaṅgādayo viya."
MAIN002-S824,MAIN002,15549,15563,"Yopesa yathāvuttappakārāya etāya dhammasāmaggiyā bujjhatīti katvā ariyasāvako ‘‘bodhī’’ti vuccati, tassa bodhissa aṅgotipi bojjhaṅgo, senaṅgarathaṅgādayo viya."
MAIN002-S825,MAIN002,15564,15570,Tenāhu aṭṭhakathācariyā ‘‘bujjhanakassa puggalassa aṅgāti vā bojjhaṅgā’’ti.
MAIN002-S826,MAIN002,15571,15591,"Apica ‘‘bojjhaṅgāti kenaṭṭhena bojjhaṅgā? Bodhāya saṃvattantīti bojjhaṅgā, bujjhantīti bojjhaṅgā, anubujjhantīti bojjhaṅgā, paṭibujjhantīti bojjhaṅgā, sambujjhantīti bojjhaṅgā’’tiādinā (paṭi. ma. 3.17) paṭisambhidānayenāpi attho veditabbo."
MAIN002-S827,MAIN002,15592,15596,Pasattho sundaro vā bojjhaṅgoti sambojjhaṅgo.
MAIN002-S828,MAIN002,15597,15601,Evaṃ sati eva sambojjhaṅgo satisambojjhaṅgo.
MAIN002-S829,MAIN002,15602,15603,Taṃ satisambojjhaṅgaṃ.
MAIN002-S830,MAIN002,15604,15612,Evaṃ tāva ekassa ādipadassa atthato lakkhaṇādīhi ca vinicchayo viññātabbo.
MAIN002-S831,MAIN002,15613,15617,Dutiyādīsu pana catusaccadhamme vicinātīti dhammavicayo.
MAIN002-S832,MAIN002,15618,15622,"So pana vicayalakkhaṇo, obhāsanaraso, asammohapaccupaṭṭhāno."
MAIN002-S833,MAIN002,15623,15627,Vīrabhāvato vidhinā īrayitabbato ca vīriyaṃ.
MAIN002-S834,MAIN002,15628,15631,"Taṃ paggahalakkhaṇaṃ, upatthambhanarasaṃ, anosīdanapaccupaṭṭhānaṃ."
MAIN002-S835,MAIN002,15632,15633,Pīṇayatīti pīti.
MAIN002-S836,MAIN002,15634,15641,"Sā pharaṇalakkhaṇā, tuṭṭhilakkhaṇā vā, kāyacittānaṃ pīṇanarasā, tesaṃyeva odagyapaccupaṭṭhānā."
MAIN002-S837,MAIN002,15642,15643,Kāyacittadarathapassambhanato passaddhi.
MAIN002-S838,MAIN002,15644,15648,"Sā upasamalakkhaṇā, kāyacittadarathanimmaddanarasā, āyacittānaṃ aparipphandanabhūtasītibhāvapaccupaṭṭhānā."
MAIN002-S839,MAIN002,15649,15650,Samādhānato samādhi.
MAIN002-S840,MAIN002,15651,15657,"So avikkhepalakkhaṇo, avisāralakkhaṇo vā, cittacetasikānaṃ sampiṇḍanaraso, cittaṭṭhitipaccupaṭṭhāno."
MAIN002-S841,MAIN002,15658,15659,Ajjhupekkhanato upekkhā.
MAIN002-S842,MAIN002,15660,15667,"Sā paṭisaṅkhānalakkhaṇā, samavāhitalakkhaṇā vā, ūnādhikatānivāraṇarasā, pakkhapātupacchedarasā vā, majjhattabhāvapaccupaṭṭhānā."
MAIN002-S843,MAIN002,15668,15669,Sesaṃ vuttanayameva.
MAIN002-S844,MAIN002,15670,15676,Evaṃ sesapadānampi atthato lakkhaṇādīhi ca vinicchayo viññātabbo.
MAIN002-S845,MAIN002,15677,15694,"Kamatoti ettha ca ‘‘satiñca khvāhaṃ, bhikkhave, sabbatthikaṃ vadāmī’’ti (saṃ. ni. 5.234) vacanato sabbesaṃ sesabojjhaṅgānaṃ upakārakattā satisambojjhaṅgova paṭhamaṃ vutto."
MAIN002-S846,MAIN002,15695,15712,Tato paraṃ ‘‘so tathā sato viharanto taṃ dhammaṃ paññāya pavicinatī’’tiādinā (vibha. 469) nayena sesabojjhaṅgānaṃ pubbāpariyavacane payojanaṃ sutteyeva vuttaṃ.
MAIN002-S847,MAIN002,15713,15716,Evamettha kamatopi vinicchayo viññātabbo.
MAIN002-S848,MAIN002,15717,15725,Anūnādhikatoti kasmā pana bhagavatā satteva bojjhaṅgā vuttā anūnā anadhikāti.
MAIN002-S849,MAIN002,15726,15728,Līnuddhaccapaṭipakkhato sabbatthikato ca.
MAIN002-S850,MAIN002,15729,15734,Ettha hi tayo bojjhaṅgā līnassa paṭipakkhā.
MAIN002-S851,MAIN002,15735,15757,"Yathāha – ‘‘yasmiñca kho, bhikkhave, samaye līnaṃ cittaṃ hoti, kālo tasmiṃ samaye dhammavicayasambojjhaṅgassa bhāvanāya, kālo vīriyasambojjhaṅgassa bhāvanāya, kālo pītisambojjhaṅgassa bhāvanāyā’’ti (saṃ. ni. 5.234)."
MAIN002-S852,MAIN002,15758,15760,Tayo uddhaccassa paṭipakkhā.
MAIN002-S853,MAIN002,15761,15783,"Yathāha – ‘‘yasmiñca kho, bhikkhave, samaye uddhataṃ cittaṃ hoti, kālo tasmiṃ samaye passaddhisambojjhaṅgassa bhāvanāya, kālo samādhisambojjhaṅgassa bhāvanāya, kālo upekkhāsambojjhaṅgassa bhāvanāyā’’ti (saṃ. ni. 5.234)."
MAIN002-S854,MAIN002,15784,15786,Eko panettha sabbatthiko.
MAIN002-S855,MAIN002,15787,15793,"Yathāha – ‘‘satiñca khvāhaṃ, bhikkhave, sabbatthikaṃ vadāmī’’ti."
MAIN002-S856,MAIN002,15794,15799,"‘‘Sabbatthaka’’ntipi pāṭho, dvinnampi sabbattha icchitabbanti attho."
MAIN002-S857,MAIN002,15800,15812,"Evaṃ līnuddhaccapaṭipakkhato sabbatthikato ca satteva bojjhaṅgā vuttā anūnā anadhikāti, evamettha anūnādhikatopi vinicchayo viññātabbo."
MAIN002-S858,MAIN002,15813,15826,Evaṃ tāva ‘‘satisambojjhaṅga’’ntiādinā nayena vuttānaṃ sattannaṃ ādipadānaṃyeva atthavaṇṇanaṃ ñatvā idāni bhāveti vivekanissitantiādīsu evaṃ ñātabbā.
MAIN002-S859,MAIN002,15827,15834,"Bhāvetīti vaḍḍheti, attano cittasantāne punappunaṃ janeti abhinibbattetīti attho."
MAIN002-S860,MAIN002,15835,15837,Vivekanissitanti viveke nissitaṃ.
MAIN002-S861,MAIN002,15838,15839,Vivekoti vivittatā.
MAIN002-S862,MAIN002,15840,15844,Svāyaṃ tadaṅgaviveko vikkhambhanasamucchedapaṭippassaddhi nissaraṇavivekoti pañcavidho.
MAIN002-S863,MAIN002,15845,15851,Tassa nānattaṃ ‘‘ariyadhamme avinīto’’ti ettha vuttanayeneva veditabbaṃ.
MAIN002-S864,MAIN002,15852,15856,Ayameva hi tattha vinayoti vutto.
MAIN002-S865,MAIN002,15857,15860,Evaṃ etasmiṃ pañcavidhe viveke.
MAIN002-S866,MAIN002,15861,15868,Vivekanissitanti tadaṅgavivekanissitaṃ samucchedavivekanissitaṃ nissaraṇavivekanissitañca satisambojjhaṅgaṃ bhāvetīti ayamattho veditabbo.
MAIN002-S867,MAIN002,15869,15886,"Tathā hi ayaṃ bojjhaṅgabhāvanānuyutto yogī vipassanākkhaṇe kiccato tadaṅgavivekanissitaṃ, ajjhāsayato nissaraṇavivekanissitaṃ, maggakāle pana kiccato samucchedavivekanissitaṃ, ārammaṇato nissaraṇavivekanissitaṃ satisambojjhaṅgaṃ bhāveti."
MAIN002-S868,MAIN002,15887,15898,"Pañcavidhavivekanissitantipi eke, te hi na kevalaṃ balavavipassanāmaggaphalakkhaṇesu eva bojjhaṅge uddharanti, vipassanāpādakakasiṇajjhānaānāpānāsubhabrahmavihārajjhānesupi uddharanti."
MAIN002-S869,MAIN002,15899,15902,Na ca paṭisiddhā aṭṭhakathācariyehi.
MAIN002-S870,MAIN002,15903,15911,Tasmā tesaṃ matena etesaṃ jhānānaṃ pavattikkhaṇe kiccato eva vikkhambhanavivekanissitaṃ.
MAIN002-S871,MAIN002,15912,15922,"Yathā ca ‘‘vipassanākkhaṇe ajjhāsayato nissaraṇavivekanissita’’nti vuttaṃ, evaṃ paṭippassaddhivivekanissitampi bhāvetīti vattuṃ vaṭṭati."
MAIN002-S872,MAIN002,15923,15925,Esa nayo virāganissitādīsu.
MAIN002-S873,MAIN002,15926,15929,Vivekaṭṭhā eva hi virāgādayo.
MAIN002-S874,MAIN002,15930,15936,Kevalañhettha vossaggo duvidho pariccāgavossaggo ca pakkhandanavossaggo cāti.
MAIN002-S875,MAIN002,15937,15945,"Tattha pariccāgavossaggoti vipassanākkhaṇe ca tadaṅgavasena, maggakkhaṇe ca samucchedavasena kilesappahānaṃ."
MAIN002-S876,MAIN002,15946,15952,"Pakkhandanavossaggoti vipassanākkhaṇe tanninnabhāvena, maggakkhaṇe pana ārammaṇakaraṇena nibbānapakkhandanaṃ."
MAIN002-S877,MAIN002,15953,15957,Tadubhayampi imasmiṃ lokiyalokuttaramissake atthavaṇṇanānaye vaṭṭati.
MAIN002-S878,MAIN002,15958,15967,"Tathā hi ayaṃ satisambojjhaṅgo yathāvuttena pakārena kilese pariccajati, nibbānañca pakkhandati."
MAIN002-S879,MAIN002,15968,15977,Vossaggapariṇāminti iminā pana sakalena vacanena vossaggattaṃ pariṇamantaṃ pariṇatañca paripaccantaṃ paripakkañcāti.
MAIN002-S880,MAIN002,15978,15995,"Idaṃ vuttaṃ hoti ‘‘ayañhi bojjhaṅgabhāvanānuyutto bhikkhu yathā satisambojjhaṅgo kilesapariccāgavossaggattaṃ nibbānapakkhandanavossaggattañca paripaccati, yathā ca paripakko hoti, tathā naṃ bhāvetī’’ti."
MAIN002-S881,MAIN002,15996,15998,Esa nayo sesabojjhaṅgesu.
MAIN003-S001,MAIN003,15999,16010,"Idha pana nibbānaṃyeva sabbasaṅkhatehi vivittattā viveko, sabbesaṃ virāgabhāvato virāgo, nirodhabhāvato nirodhoti vuttaṃ."
MAIN003-S002,MAIN003,16011,16022,"Maggo eva ca vossaggapariṇāmī, tasmā satisambojjhaṅgaṃ bhāveti vivekaṃ ārammaṇaṃ katvā pavattiyā vivekanissitaṃ."
MAIN003-S003,MAIN003,16023,16025,Tathā virāganissitaṃ nirodhanissitaṃ.
MAIN003-S004,MAIN003,16026,16039,Tañca kho ariyamaggakkhaṇuppattiyā kilesānaṃ samucchedato pariccāgabhāvena ca nibbānapakkhandanabhāvena ca pariṇataṃ paripakkanti ayameva attho daṭṭhabbo.
MAIN003-S005,MAIN003,16040,16042,Esa nayo sesabojjhaṅgesu.
MAIN003-S006,MAIN003,16043,16047,Yañhissāti etesu bojjhaṅgesu yaṃkiñci assa.
MAIN003-S007,MAIN003,16048,16049,Sesaṃ vuttanayameva.
MAIN003-S008,MAIN003,16050,16071,"Āsavuppattiyaṃ panettha imesaṃ uparimaggattayasampayuttānaṃ bojjhaṅgānaṃ abhāvitattā ye uppajjeyyuṃ kāmāsavo bhavāsavo avijjāsavoti tayo āsavā, bhāvayato evaṃsa te āsavā na hontīti ayaṃ nayo veditabbo."
MAIN003-S009,MAIN003,16072,16084,Ime vuccanti…pe… bhāvanā pahātabbāti ime tayo āsavā imāya maggattayasampayuttāya bojjhaṅgabhāvanāya pahātabbāti vuccantīti veditabbā.
MAIN003-S010,MAIN003,16085,16108,"28. Idāni imehi sattahākārehi pahīnāsavaṃ bhikkhuṃ thomento āsavappahāne cassa ānisaṃsaṃ dassento eteheva ca kāraṇehi āsavappahāne sattānaṃ ussukkaṃ janento yato kho, bhikkhave…pe… antamakāsi dukkhassāti āha."
MAIN003-S011,MAIN003,16109,16117,"Tattha yato khoti sāmivacane tokāro, yassa khoti vuttaṃ hoti."
MAIN003-S012,MAIN003,16118,16122,Porāṇā pana yasmiṃ kāleti vaṇṇayanti.
MAIN003-S013,MAIN003,16123,16138,"Ye āsavā dassanā pahātabbāti ye āsavā dassanena pahātabbā, te dassaneneva pahīnā honti, na appahīnesuyeva pahīnasaññī hoti."
MAIN003-S014,MAIN003,16139,16141,Evaṃ sabbattha vitthāro.
MAIN003-S015,MAIN003,16142,16150,"Sabbāsavasaṃvarasaṃvutoti sabbehi āsavapidhānehi pihito, sabbesaṃ vā āsavānaṃ pidhānehi pihito."
