window_id,parent_chunk,token_start,token_end,window_text
MAIN002-W3-0473,MAIN002,12461,12476,"Bhavāsavoti rupārūpabhave chandarāgo, jhānanikanti ca sassatucchedadiṭṭhisahagatā. Evaṃ diṭṭhāsavopi bhavāsave eva samodhānaṃ gacchati. Avijjāsavoti catūsu saccesu aññāṇaṃ."
MAIN002-W2-0474,MAIN002,12467,12476,Evaṃ diṭṭhāsavopi bhavāsave eva samodhānaṃ gacchati. Avijjāsavoti catūsu saccesu aññāṇaṃ.
MAIN002-W3-0474,MAIN002,12467,12487,"Evaṃ diṭṭhāsavopi bhavāsave eva samodhānaṃ gacchati. Avijjāsavoti catūsu saccesu aññāṇaṃ. Tattha kāmaguṇe assādato manasikaroto anuppanno ca kāmāsavo uppajjati, uppanno ca pavaḍḍhati."
MAIN002-W2-0475,MAIN002,12473,12487,"Avijjāsavoti catūsu saccesu aññāṇaṃ. Tattha kāmaguṇe assādato manasikaroto anuppanno ca kāmāsavo uppajjati, uppanno ca pavaḍḍhati."
MAIN002-W3-0475,MAIN002,12473,12497,"Avijjāsavoti catūsu saccesu aññāṇaṃ. Tattha kāmaguṇe assādato manasikaroto anuppanno ca kāmāsavo uppajjati, uppanno ca pavaḍḍhati. Mahaggatadhamme assādato manasikaroto anuppanno ca bhavāsavo uppajjati, uppanno ca pavaḍḍhati."
MAIN002-W2-0476,MAIN002,12477,12497,"Tattha kāmaguṇe assādato manasikaroto anuppanno ca kāmāsavo uppajjati, uppanno ca pavaḍḍhati. Mahaggatadhamme assādato manasikaroto anuppanno ca bhavāsavo uppajjati, uppanno ca pavaḍḍhati."
MAIN002-W3-0476,MAIN002,12477,12510,"Tattha kāmaguṇe assādato manasikaroto anuppanno ca kāmāsavo uppajjati, uppanno ca pavaḍḍhati. Mahaggatadhamme assādato manasikaroto anuppanno ca bhavāsavo uppajjati, uppanno ca pavaḍḍhati. Tīsu bhūmīsu dhamme catuvipallāsapadaṭṭhānabhāvena manasikaroto anuppanno ca avijjāsavo uppajjati, uppanno ca pavaḍḍhatīti veditabbo."
MAIN002-W2-0477,MAIN002,12488,12510,"Mahaggatadhamme assādato manasikaroto anuppanno ca bhavāsavo uppajjati, uppanno ca pavaḍḍhati. Tīsu bhūmīsu dhamme catuvipallāsapadaṭṭhānabhāvena manasikaroto anuppanno ca avijjāsavo uppajjati, uppanno ca pavaḍḍhatīti veditabbo."
MAIN002-W3-0477,MAIN002,12488,12513,"Mahaggatadhamme assādato manasikaroto anuppanno ca bhavāsavo uppajjati, uppanno ca pavaḍḍhati. Tīsu bhūmīsu dhamme catuvipallāsapadaṭṭhānabhāvena manasikaroto anuppanno ca avijjāsavo uppajjati, uppanno ca pavaḍḍhatīti veditabbo. Vuttanayapaccanīkato sukkapakkho vitthāretabbo."
MAIN002-W2-0478,MAIN002,12498,12513,"Tīsu bhūmīsu dhamme catuvipallāsapadaṭṭhānabhāvena manasikaroto anuppanno ca avijjāsavo uppajjati, uppanno ca pavaḍḍhatīti veditabbo. Vuttanayapaccanīkato sukkapakkho vitthāretabbo."
MAIN002-W3-0478,MAIN002,12498,12520,"Tīsu bhūmīsu dhamme catuvipallāsapadaṭṭhānabhāvena manasikaroto anuppanno ca avijjāsavo uppajjati, uppanno ca pavaḍḍhatīti veditabbo. Vuttanayapaccanīkato sukkapakkho vitthāretabbo. Kasmā pana tayo eva āsavā idha vuttāti."
MAIN002-W2-0479,MAIN002,12511,12520,Vuttanayapaccanīkato sukkapakkho vitthāretabbo. Kasmā pana tayo eva āsavā idha vuttāti.
MAIN002-W3-0479,MAIN002,12511,12521,Vuttanayapaccanīkato sukkapakkho vitthāretabbo. Kasmā pana tayo eva āsavā idha vuttāti. Vimokkhapaṭipakkhato.
MAIN002-W2-0480,MAIN002,12514,12521,Kasmā pana tayo eva āsavā idha vuttāti. Vimokkhapaṭipakkhato.
MAIN002-W3-0480,MAIN002,12514,12524,"Kasmā pana tayo eva āsavā idha vuttāti. Vimokkhapaṭipakkhato. Appaṇihitavimokkhapaṭipakkho hi kāmāsavo,."
MAIN002-W2-0481,MAIN002,12521,12524,"Vimokkhapaṭipakkhato. Appaṇihitavimokkhapaṭipakkho hi kāmāsavo,."
MAIN002-W3-0481,MAIN002,12521,12526,"Vimokkhapaṭipakkhato. Appaṇihitavimokkhapaṭipakkho hi kāmāsavo,. Animittasuññatavimokkhapaṭipakkhā itare."
MAIN002-W2-0482,MAIN002,12522,12526,"Appaṇihitavimokkhapaṭipakkho hi kāmāsavo,. Animittasuññatavimokkhapaṭipakkhā itare."
MAIN002-W3-0482,MAIN002,12522,12543,"Appaṇihitavimokkhapaṭipakkho hi kāmāsavo,. Animittasuññatavimokkhapaṭipakkhā itare. Tasmā ime tayo āsave uppādentā tiṇṇaṃ vimokkhānaṃ abhāgino honti, anuppādentā bhāginoti etamatthaṃ dassentena tayo eva vuttāti veditabbā."
MAIN002-W2-0483,MAIN002,12525,12543,"Animittasuññatavimokkhapaṭipakkhā itare. Tasmā ime tayo āsave uppādentā tiṇṇaṃ vimokkhānaṃ abhāgino honti, anuppādentā bhāginoti etamatthaṃ dassentena tayo eva vuttāti veditabbā."
MAIN002-W3-0483,MAIN002,12525,12549,"Animittasuññatavimokkhapaṭipakkhā itare. Tasmā ime tayo āsave uppādentā tiṇṇaṃ vimokkhānaṃ abhāgino honti, anuppādentā bhāginoti etamatthaṃ dassentena tayo eva vuttāti veditabbā. Diṭṭhāsavopi vā ettha vutto yevāti vaṇṇitametaṃ."
MAIN002-W2-0484,MAIN002,12527,12549,"Tasmā ime tayo āsave uppādentā tiṇṇaṃ vimokkhānaṃ abhāgino honti, anuppādentā bhāginoti etamatthaṃ dassentena tayo eva vuttāti veditabbā. Diṭṭhāsavopi vā ettha vutto yevāti vaṇṇitametaṃ."
MAIN002-W3-0484,MAIN002,12527,12562,"Tasmā ime tayo āsave uppādentā tiṇṇaṃ vimokkhānaṃ abhāgino honti, anuppādentā bhāginoti etamatthaṃ dassentena tayo eva vuttāti veditabbā. Diṭṭhāsavopi vā ettha vutto yevāti vaṇṇitametaṃ. Tassa amanasikaraṇīyānaṃ dhammānaṃ manasikārāti manasikārahetu, yasmā te dhamme manasi karoti, tasmāti vuttaṃ hoti."
MAIN002-W2-0485,MAIN002,12544,12562,"Diṭṭhāsavopi vā ettha vutto yevāti vaṇṇitametaṃ. Tassa amanasikaraṇīyānaṃ dhammānaṃ manasikārāti manasikārahetu, yasmā te dhamme manasi karoti, tasmāti vuttaṃ hoti."
MAIN002-W3-0485,MAIN002,12544,12565,"Diṭṭhāsavopi vā ettha vutto yevāti vaṇṇitametaṃ. Tassa amanasikaraṇīyānaṃ dhammānaṃ manasikārāti manasikārahetu, yasmā te dhamme manasi karoti, tasmāti vuttaṃ hoti. Esa nayo dutiyapadepi."
MAIN002-W2-0486,MAIN002,12550,12565,"Tassa amanasikaraṇīyānaṃ dhammānaṃ manasikārāti manasikārahetu, yasmā te dhamme manasi karoti, tasmāti vuttaṃ hoti. Esa nayo dutiyapadepi."
MAIN002-W3-0486,MAIN002,12550,12577,"Tassa amanasikaraṇīyānaṃ dhammānaṃ manasikārāti manasikārahetu, yasmā te dhamme manasi karoti, tasmāti vuttaṃ hoti. Esa nayo dutiyapadepi. ‘‘Anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhantī’’ti heṭṭhā vuttaāsavānaṃyeva abhedato nigamanametaṃ."
MAIN002-W2-0487,MAIN002,12563,12577,"Esa nayo dutiyapadepi. ‘‘Anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhantī’’ti heṭṭhā vuttaāsavānaṃyeva abhedato nigamanametaṃ."
MAIN002-W3-0487,MAIN002,12563,12626,"Esa nayo dutiyapadepi. ‘‘Anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhantī’’ti heṭṭhā vuttaāsavānaṃyeva abhedato nigamanametaṃ. 18. Ettāvatā yo ayaṃ puggalādhiṭṭhānāya desanāya dassanā pahātabbe āsave niddisituṃ assutavā puthujjano vutto, so yasmā ‘‘ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjantī’’ti evaṃ sāmaññato vuttānaṃ ayoniso manasikārapaccayānaṃ kāmāsavādīnampi adhiṭṭhānaṃ, tasmā tepi āsave teneva puggalena dassetvā idāni dassanā pahātabbe āsave dassento so evaṃ ayoniso manasi karoti, ahosiṃ nu kho ahantiādimāha."
MAIN002-W2-0488,MAIN002,12566,12626,"‘‘Anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhantī’’ti heṭṭhā vuttaāsavānaṃyeva abhedato nigamanametaṃ. 18. Ettāvatā yo ayaṃ puggalādhiṭṭhānāya desanāya dassanā pahātabbe āsave niddisituṃ assutavā puthujjano vutto, so yasmā ‘‘ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjantī’’ti evaṃ sāmaññato vuttānaṃ ayoniso manasikārapaccayānaṃ kāmāsavādīnampi adhiṭṭhānaṃ, tasmā tepi āsave teneva puggalena dassetvā idāni dassanā pahātabbe āsave dassento so evaṃ ayoniso manasi karoti, ahosiṃ nu kho ahantiādimāha."
MAIN002-W3-0488,MAIN002,12566,12633,"‘‘Anuppannā ceva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhantī’’ti heṭṭhā vuttaāsavānaṃyeva abhedato nigamanametaṃ. 18. Ettāvatā yo ayaṃ puggalādhiṭṭhānāya desanāya dassanā pahātabbe āsave niddisituṃ assutavā puthujjano vutto, so yasmā ‘‘ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjantī’’ti evaṃ sāmaññato vuttānaṃ ayoniso manasikārapaccayānaṃ kāmāsavādīnampi adhiṭṭhānaṃ, tasmā tepi āsave teneva puggalena dassetvā idāni dassanā pahātabbe āsave dassento so evaṃ ayoniso manasi karoti, ahosiṃ nu kho ahantiādimāha. Vicikicchāsīsena cettha diṭṭhāsavampi dassetuṃ imaṃ desanaṃ ārabhi."
MAIN002-W2-0489,MAIN002,12578,12633,"18. Ettāvatā yo ayaṃ puggalādhiṭṭhānāya desanāya dassanā pahātabbe āsave niddisituṃ assutavā puthujjano vutto, so yasmā ‘‘ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjantī’’ti evaṃ sāmaññato vuttānaṃ ayoniso manasikārapaccayānaṃ kāmāsavādīnampi adhiṭṭhānaṃ, tasmā tepi āsave teneva puggalena dassetvā idāni dassanā pahātabbe āsave dassento so evaṃ ayoniso manasi karoti, ahosiṃ nu kho ahantiādimāha. Vicikicchāsīsena cettha diṭṭhāsavampi dassetuṃ imaṃ desanaṃ ārabhi."
MAIN002-W3-0489,MAIN002,12578,12655,"18. Ettāvatā yo ayaṃ puggalādhiṭṭhānāya desanāya dassanā pahātabbe āsave niddisituṃ assutavā puthujjano vutto, so yasmā ‘‘ayoniso, bhikkhave, manasikaroto anuppannā ceva āsavā uppajjantī’’ti evaṃ sāmaññato vuttānaṃ ayoniso manasikārapaccayānaṃ kāmāsavādīnampi adhiṭṭhānaṃ, tasmā tepi āsave teneva puggalena dassetvā idāni dassanā pahātabbe āsave dassento so evaṃ ayoniso manasi karoti, ahosiṃ nu kho ahantiādimāha. Vicikicchāsīsena cettha diṭṭhāsavampi dassetuṃ imaṃ desanaṃ ārabhi. Tassattho, yassa te iminā vuttanayena āsavā uppajjanti, so puthujjano, yo cāyaṃ ‘‘assutavā’’tiādinā nayena vutto, so puthujjano evaṃ ayoniso anupāyena uppathena manasi karoti."
MAIN002-W2-0490,MAIN002,12627,12655,"Vicikicchāsīsena cettha diṭṭhāsavampi dassetuṃ imaṃ desanaṃ ārabhi. Tassattho, yassa te iminā vuttanayena āsavā uppajjanti, so puthujjano, yo cāyaṃ ‘‘assutavā’’tiādinā nayena vutto, so puthujjano evaṃ ayoniso anupāyena uppathena manasi karoti."
MAIN002-W3-0490,MAIN002,12627,12662,"Vicikicchāsīsena cettha diṭṭhāsavampi dassetuṃ imaṃ desanaṃ ārabhi. Tassattho, yassa te iminā vuttanayena āsavā uppajjanti, so puthujjano, yo cāyaṃ ‘‘assutavā’’tiādinā nayena vutto, so puthujjano evaṃ ayoniso anupāyena uppathena manasi karoti. Kathaṃ? Ahosiṃ nu kho…pe…so kuhiṃ gāmī bhavissatīti."
MAIN002-W2-0491,MAIN002,12634,12662,"Tassattho, yassa te iminā vuttanayena āsavā uppajjanti, so puthujjano, yo cāyaṃ ‘‘assutavā’’tiādinā nayena vutto, so puthujjano evaṃ ayoniso anupāyena uppathena manasi karoti. Kathaṃ? Ahosiṃ nu kho…pe…so kuhiṃ gāmī bhavissatīti."
MAIN002-W3-0491,MAIN002,12634,12680,"Tassattho, yassa te iminā vuttanayena āsavā uppajjanti, so puthujjano, yo cāyaṃ ‘‘assutavā’’tiādinā nayena vutto, so puthujjano evaṃ ayoniso anupāyena uppathena manasi karoti. Kathaṃ? Ahosiṃ nu kho…pe…so kuhiṃ gāmī bhavissatīti. Kiṃ vuttaṃ hoti, so evaṃ ayoniso manasi karoti, yathāssa ‘‘ahaṃ ahosiṃ nu kho’’tiādinā nayena vuttā soḷasavidhāpi vicikicchā uppajjatīti."
MAIN002-W2-0492,MAIN002,12656,12680,"Kathaṃ? Ahosiṃ nu kho…pe…so kuhiṃ gāmī bhavissatīti. Kiṃ vuttaṃ hoti, so evaṃ ayoniso manasi karoti, yathāssa ‘‘ahaṃ ahosiṃ nu kho’’tiādinā nayena vuttā soḷasavidhāpi vicikicchā uppajjatīti."
MAIN002-W3-0492,MAIN002,12656,12694,"Kathaṃ? Ahosiṃ nu kho…pe…so kuhiṃ gāmī bhavissatīti. Kiṃ vuttaṃ hoti, so evaṃ ayoniso manasi karoti, yathāssa ‘‘ahaṃ ahosiṃ nu kho’’tiādinā nayena vuttā soḷasavidhāpi vicikicchā uppajjatīti. Tattha ahosiṃ nu kho nanu khoti sassatākārañca adhiccasamuppattiākārañca nissāya atīte attano vijjamānataṃ avijjamānatañca kaṅkhati."
MAIN002-W2-0493,MAIN002,12663,12694,"Kiṃ vuttaṃ hoti, so evaṃ ayoniso manasi karoti, yathāssa ‘‘ahaṃ ahosiṃ nu kho’’tiādinā nayena vuttā soḷasavidhāpi vicikicchā uppajjatīti. Tattha ahosiṃ nu kho nanu khoti sassatākārañca adhiccasamuppattiākārañca nissāya atīte attano vijjamānataṃ avijjamānatañca kaṅkhati."
MAIN002-W3-0493,MAIN002,12663,12698,"Kiṃ vuttaṃ hoti, so evaṃ ayoniso manasi karoti, yathāssa ‘‘ahaṃ ahosiṃ nu kho’’tiādinā nayena vuttā soḷasavidhāpi vicikicchā uppajjatīti. Tattha ahosiṃ nu kho nanu khoti sassatākārañca adhiccasamuppattiākārañca nissāya atīte attano vijjamānataṃ avijjamānatañca kaṅkhati. Kiṃ kāraṇanti na vattabbaṃ."
MAIN002-W2-0494,MAIN002,12681,12698,Tattha ahosiṃ nu kho nanu khoti sassatākārañca adhiccasamuppattiākārañca nissāya atīte attano vijjamānataṃ avijjamānatañca kaṅkhati. Kiṃ kāraṇanti na vattabbaṃ.
MAIN002-W3-0494,MAIN002,12681,12707,Tattha ahosiṃ nu kho nanu khoti sassatākārañca adhiccasamuppattiākārañca nissāya atīte attano vijjamānataṃ avijjamānatañca kaṅkhati. Kiṃ kāraṇanti na vattabbaṃ. Ummattako viya hi bālaputhujjano yathā vā tathā vā pavattati.
MAIN002-W2-0495,MAIN002,12695,12707,Kiṃ kāraṇanti na vattabbaṃ. Ummattako viya hi bālaputhujjano yathā vā tathā vā pavattati.
MAIN002-W3-0495,MAIN002,12695,12711,Kiṃ kāraṇanti na vattabbaṃ. Ummattako viya hi bālaputhujjano yathā vā tathā vā pavattati. Apica ayoniso manasikāroyevettha kāraṇaṃ.
MAIN002-W2-0496,MAIN002,12699,12711,Ummattako viya hi bālaputhujjano yathā vā tathā vā pavattati. Apica ayoniso manasikāroyevettha kāraṇaṃ.
MAIN002-W3-0496,MAIN002,12699,12717,Ummattako viya hi bālaputhujjano yathā vā tathā vā pavattati. Apica ayoniso manasikāroyevettha kāraṇaṃ. Evaṃ ayoniso manasikārassa pana kiṃ kāraṇanti.
MAIN002-W2-0497,MAIN002,12708,12717,Apica ayoniso manasikāroyevettha kāraṇaṃ. Evaṃ ayoniso manasikārassa pana kiṃ kāraṇanti.
MAIN002-W3-0497,MAIN002,12708,12722,Apica ayoniso manasikāroyevettha kāraṇaṃ. Evaṃ ayoniso manasikārassa pana kiṃ kāraṇanti. Sveva puthujjanabhāvo ariyānaṃ adassanādīni vā.
MAIN002-W2-0498,MAIN002,12712,12722,Evaṃ ayoniso manasikārassa pana kiṃ kāraṇanti. Sveva puthujjanabhāvo ariyānaṃ adassanādīni vā.
MAIN002-W3-0498,MAIN002,12712,12728,Evaṃ ayoniso manasikārassa pana kiṃ kāraṇanti. Sveva puthujjanabhāvo ariyānaṃ adassanādīni vā. Nanu ca puthujjanopi yoniso manasi karotīti.
MAIN002-W2-0499,MAIN002,12718,12728,Sveva puthujjanabhāvo ariyānaṃ adassanādīni vā. Nanu ca puthujjanopi yoniso manasi karotīti.
MAIN002-W3-0499,MAIN002,12718,12734,Sveva puthujjanabhāvo ariyānaṃ adassanādīni vā. Nanu ca puthujjanopi yoniso manasi karotīti. Ko vā evamāha na manasi karotīti.
MAIN002-W2-0500,MAIN002,12723,12734,Nanu ca puthujjanopi yoniso manasi karotīti. Ko vā evamāha na manasi karotīti.
MAIN002-W3-0500,MAIN002,12723,12742,"Nanu ca puthujjanopi yoniso manasi karotīti. Ko vā evamāha na manasi karotīti. Na pana tattha puthujjanabhāvo kāraṇaṃ, saddhammassavanakalyāṇamittādīni tattha kāraṇāni."
MAIN002-W2-0501,MAIN002,12729,12742,"Ko vā evamāha na manasi karotīti. Na pana tattha puthujjanabhāvo kāraṇaṃ, saddhammassavanakalyāṇamittādīni tattha kāraṇāni."
MAIN002-W3-0501,MAIN002,12729,12753,"Ko vā evamāha na manasi karotīti. Na pana tattha puthujjanabhāvo kāraṇaṃ, saddhammassavanakalyāṇamittādīni tattha kāraṇāni. Na hi macchamaṃsādīni attano attano pakatiyā sugandhāni, abhisaṅkhārapaccayā pana sugandhānipi honti."
MAIN002-W2-0502,MAIN002,12735,12753,"Na pana tattha puthujjanabhāvo kāraṇaṃ, saddhammassavanakalyāṇamittādīni tattha kāraṇāni. Na hi macchamaṃsādīni attano attano pakatiyā sugandhāni, abhisaṅkhārapaccayā pana sugandhānipi honti."
MAIN002-W3-0502,MAIN002,12735,12766,"Na pana tattha puthujjanabhāvo kāraṇaṃ, saddhammassavanakalyāṇamittādīni tattha kāraṇāni. Na hi macchamaṃsādīni attano attano pakatiyā sugandhāni, abhisaṅkhārapaccayā pana sugandhānipi honti. Kiṃ nu kho ahosinti jātiliṅgūpapattiyo nissāya khattiyo nu kho ahosiṃ, brāhmaṇavessasuddagahaṭṭhapabbajitadevamanussānaṃ aññataroti kaṅkhati."
MAIN002-W2-0503,MAIN002,12743,12766,"Na hi macchamaṃsādīni attano attano pakatiyā sugandhāni, abhisaṅkhārapaccayā pana sugandhānipi honti. Kiṃ nu kho ahosinti jātiliṅgūpapattiyo nissāya khattiyo nu kho ahosiṃ, brāhmaṇavessasuddagahaṭṭhapabbajitadevamanussānaṃ aññataroti kaṅkhati."
MAIN002-W3-0503,MAIN002,12743,12778,"Na hi macchamaṃsādīni attano attano pakatiyā sugandhāni, abhisaṅkhārapaccayā pana sugandhānipi honti. Kiṃ nu kho ahosinti jātiliṅgūpapattiyo nissāya khattiyo nu kho ahosiṃ, brāhmaṇavessasuddagahaṭṭhapabbajitadevamanussānaṃ aññataroti kaṅkhati. Kathaṃ nu khoti saṇṭhānākāraṃ nissāya dīgho nu kho ahosiṃ, rassaodātakaṇhappamāṇikaappamāṇikādīnaṃ aññataroti kaṅkhati."
MAIN002-W2-0504,MAIN002,12754,12778,"Kiṃ nu kho ahosinti jātiliṅgūpapattiyo nissāya khattiyo nu kho ahosiṃ, brāhmaṇavessasuddagahaṭṭhapabbajitadevamanussānaṃ aññataroti kaṅkhati. Kathaṃ nu khoti saṇṭhānākāraṃ nissāya dīgho nu kho ahosiṃ, rassaodātakaṇhappamāṇikaappamāṇikādīnaṃ aññataroti kaṅkhati."
MAIN002-W3-0504,MAIN002,12754,12790,"Kiṃ nu kho ahosinti jātiliṅgūpapattiyo nissāya khattiyo nu kho ahosiṃ, brāhmaṇavessasuddagahaṭṭhapabbajitadevamanussānaṃ aññataroti kaṅkhati. Kathaṃ nu khoti saṇṭhānākāraṃ nissāya dīgho nu kho ahosiṃ, rassaodātakaṇhappamāṇikaappamāṇikādīnaṃ aññataroti kaṅkhati. Keci pana issaranimmānādiṃ nissāya kena nu kho kāraṇena ahosinti hetuto kaṅkhatīti vadanti."
MAIN002-W2-0505,MAIN002,12767,12790,"Kathaṃ nu khoti saṇṭhānākāraṃ nissāya dīgho nu kho ahosiṃ, rassaodātakaṇhappamāṇikaappamāṇikādīnaṃ aññataroti kaṅkhati. Keci pana issaranimmānādiṃ nissāya kena nu kho kāraṇena ahosinti hetuto kaṅkhatīti vadanti."
MAIN002-W3-0505,MAIN002,12767,12808,"Kathaṃ nu khoti saṇṭhānākāraṃ nissāya dīgho nu kho ahosiṃ, rassaodātakaṇhappamāṇikaappamāṇikādīnaṃ aññataroti kaṅkhati. Keci pana issaranimmānādiṃ nissāya kena nu kho kāraṇena ahosinti hetuto kaṅkhatīti vadanti. Kiṃ hutvā kiṃ ahosinti jātiādīni nissāya khattiyo hutvā nu kho brāhmaṇo ahosiṃ…pe… devo hutvā manussoti attano paramparaṃ kaṅkhati."
MAIN002-W2-0506,MAIN002,12779,12808,Keci pana issaranimmānādiṃ nissāya kena nu kho kāraṇena ahosinti hetuto kaṅkhatīti vadanti. Kiṃ hutvā kiṃ ahosinti jātiādīni nissāya khattiyo hutvā nu kho brāhmaṇo ahosiṃ…pe… devo hutvā manussoti attano paramparaṃ kaṅkhati.
MAIN002-W3-0506,MAIN002,12779,12812,Keci pana issaranimmānādiṃ nissāya kena nu kho kāraṇena ahosinti hetuto kaṅkhatīti vadanti. Kiṃ hutvā kiṃ ahosinti jātiādīni nissāya khattiyo hutvā nu kho brāhmaṇo ahosiṃ…pe… devo hutvā manussoti attano paramparaṃ kaṅkhati. Sabbattheva pana addhānanti kālādhivacanametaṃ.
MAIN002-W2-0507,MAIN002,12791,12812,Kiṃ hutvā kiṃ ahosinti jātiādīni nissāya khattiyo hutvā nu kho brāhmaṇo ahosiṃ…pe… devo hutvā manussoti attano paramparaṃ kaṅkhati. Sabbattheva pana addhānanti kālādhivacanametaṃ.
MAIN002-W3-0507,MAIN002,12791,12825,Kiṃ hutvā kiṃ ahosinti jātiādīni nissāya khattiyo hutvā nu kho brāhmaṇo ahosiṃ…pe… devo hutvā manussoti attano paramparaṃ kaṅkhati. Sabbattheva pana addhānanti kālādhivacanametaṃ. Bhavissāmi nu kho nanu khoti sassatākārañca ucchedākārañca nissāya anāgate attano vijjamānataṃ avijjamānatañca kaṅkhati.
MAIN002-W2-0508,MAIN002,12809,12825,Sabbattheva pana addhānanti kālādhivacanametaṃ. Bhavissāmi nu kho nanu khoti sassatākārañca ucchedākārañca nissāya anāgate attano vijjamānataṃ avijjamānatañca kaṅkhati.
MAIN002-W3-0508,MAIN002,12809,12827,Sabbattheva pana addhānanti kālādhivacanametaṃ. Bhavissāmi nu kho nanu khoti sassatākārañca ucchedākārañca nissāya anāgate attano vijjamānataṃ avijjamānatañca kaṅkhati. Sesamettha vuttanayameva.
MAIN002-W2-0509,MAIN002,12813,12827,Bhavissāmi nu kho nanu khoti sassatākārañca ucchedākārañca nissāya anāgate attano vijjamānataṃ avijjamānatañca kaṅkhati. Sesamettha vuttanayameva.
MAIN002-W3-0509,MAIN002,12813,12839,Bhavissāmi nu kho nanu khoti sassatākārañca ucchedākārañca nissāya anāgate attano vijjamānataṃ avijjamānatañca kaṅkhati. Sesamettha vuttanayameva. Etarahi vā paccuppannamaddhānanti idāni vā paṭisandhiṃ ādiṃ katvā cutipariyantaṃ sabbampi vattamānakālaṃ gahetvā.
MAIN002-W2-0510,MAIN002,12826,12839,Sesamettha vuttanayameva. Etarahi vā paccuppannamaddhānanti idāni vā paṭisandhiṃ ādiṃ katvā cutipariyantaṃ sabbampi vattamānakālaṃ gahetvā.
MAIN002-W3-0510,MAIN002,12826,12846,Sesamettha vuttanayameva. Etarahi vā paccuppannamaddhānanti idāni vā paṭisandhiṃ ādiṃ katvā cutipariyantaṃ sabbampi vattamānakālaṃ gahetvā. Ajjhattaṃ kathaṃkathī hotīti attano khandhesu vicikiccho hoti.
MAIN002-W2-0511,MAIN002,12828,12846,Etarahi vā paccuppannamaddhānanti idāni vā paṭisandhiṃ ādiṃ katvā cutipariyantaṃ sabbampi vattamānakālaṃ gahetvā. Ajjhattaṃ kathaṃkathī hotīti attano khandhesu vicikiccho hoti.
MAIN002-W3-0511,MAIN002,12828,12852,Etarahi vā paccuppannamaddhānanti idāni vā paṭisandhiṃ ādiṃ katvā cutipariyantaṃ sabbampi vattamānakālaṃ gahetvā. Ajjhattaṃ kathaṃkathī hotīti attano khandhesu vicikiccho hoti. Ahaṃ nu khosmīti attano atthibhāvaṃ kaṅkhati.
MAIN002-W2-0512,MAIN002,12840,12852,Ajjhattaṃ kathaṃkathī hotīti attano khandhesu vicikiccho hoti. Ahaṃ nu khosmīti attano atthibhāvaṃ kaṅkhati.
MAIN002-W3-0512,MAIN002,12840,12859,Ajjhattaṃ kathaṃkathī hotīti attano khandhesu vicikiccho hoti. Ahaṃ nu khosmīti attano atthibhāvaṃ kaṅkhati. Yuttaṃ panetanti? Yuttaṃ ayuttanti kā ettha cintā.
MAIN002-W2-0513,MAIN002,12847,12859,Ahaṃ nu khosmīti attano atthibhāvaṃ kaṅkhati. Yuttaṃ panetanti? Yuttaṃ ayuttanti kā ettha cintā.
MAIN002-W3-0513,MAIN002,12847,12863,Ahaṃ nu khosmīti attano atthibhāvaṃ kaṅkhati. Yuttaṃ panetanti? Yuttaṃ ayuttanti kā ettha cintā. Apicettha idaṃ vatthumpi udāharanti.
MAIN002-W2-0514,MAIN002,12853,12863,Yuttaṃ panetanti? Yuttaṃ ayuttanti kā ettha cintā. Apicettha idaṃ vatthumpi udāharanti.
MAIN002-W3-0514,MAIN002,12853,12873,"Yuttaṃ panetanti? Yuttaṃ ayuttanti kā ettha cintā. Apicettha idaṃ vatthumpi udāharanti. Cūḷamātāya kira putto muṇḍo, mahāmātāya putto amuṇḍo, taṃ puttaṃ muṇḍesuṃ."
MAIN002-W2-0515,MAIN002,12860,12873,"Apicettha idaṃ vatthumpi udāharanti. Cūḷamātāya kira putto muṇḍo, mahāmātāya putto amuṇḍo, taṃ puttaṃ muṇḍesuṃ."
MAIN002-W3-0515,MAIN002,12860,12881,"Apicettha idaṃ vatthumpi udāharanti. Cūḷamātāya kira putto muṇḍo, mahāmātāya putto amuṇḍo, taṃ puttaṃ muṇḍesuṃ. So uṭṭhāya ahaṃ nu kho cūḷamātāya puttoti cintesi."
MAIN002-W2-0516,MAIN002,12864,12881,"Cūḷamātāya kira putto muṇḍo, mahāmātāya putto amuṇḍo, taṃ puttaṃ muṇḍesuṃ. So uṭṭhāya ahaṃ nu kho cūḷamātāya puttoti cintesi."
MAIN002-W3-0516,MAIN002,12864,12887,"Cūḷamātāya kira putto muṇḍo, mahāmātāya putto amuṇḍo, taṃ puttaṃ muṇḍesuṃ. So uṭṭhāya ahaṃ nu kho cūḷamātāya puttoti cintesi. Evaṃ ahaṃ nu khosmīti kaṅkhā hoti."
